total_orders,total_returns,days_to_return_avg,high_value_returns,category_return_ratio,exchange_ratio,location,damaged_returns,device_fingerprint,seasonal_spikes,multi_device,label,user_id
8,1,9.7,0,0.081,0.814,Jacksonville,0,Edge_macOS_8687,0,0,0,user_003698
6,1,14.9,0,0.109,0.85,Jacksonville,0,Safari_macOS_6882,0,1,0,user_001931
21,14,1.9,10,0.834,0.476,Fort Worth,2,Edge_macOS_3360,0,1,1,fraud_000738
7,1,18.4,0,0.249,0.597,Phoenix,0,Edge_iOS_2600,1,0,0,user_004835
8,0,4.4,0,0.194,0.0,Charlotte,0,Firefox_Windows_8716,0,1,0,user_001642
11,2,10.3,0,0.307,0.662,Austin,0,Firefox_iOS_3223,0,0,0,user_002829
7,3,13.6,0,0.271,0.501,Los Angeles,0,Firefox_iOS_2225,1,1,0,user_002898
24,14,11.2,3,0.801,0.04,Austin,8,Edge_Windows_7144,1,1,1,fraud_000544
20,7,2.0,3,0.654,0.117,San Diego,2,Chrome_Windows_2894,1,1,1,fraud_000358
10,1,11.1,0,0.184,0.63,San Antonio,0,Firefox_iOS_3833,0,1,0,user_002714
6,0,15.0,0,0.107,0.0,San Antonio,0,Firefox_Android_5557,0,1,0,user_000005
16,7,27.5,4,0.733,0.22,Philadelphia,4,Safari_macOS_5947,0,1,1,fraud_000016
9,1,10.6,0,0.232,0.344,Los Angeles,0,Firefox_macOS_7440,0,1,0,user_001414
10,3,1.4,0,0.344,0.454,San Diego,0,Safari_Windows_3241,1,0,0,user_003021
15,9,23.5,3,0.949,0.003,Columbus,3,Edge_macOS_8876,1,0,1,fraud_000308
9,1,18.2,0,0.081,0.741,San Antonio,0,Edge_macOS_9306,0,0,0,user_002872
5,1,9.6,0,0.226,0.469,New York,0,Safari_Android_5630,0,1,0,user_003380
10,1,6.8,0,0.191,0.637,Los Angeles,0,Chrome_Windows_3916,0,1,0,user_001083
10,0,9.8,0,0.097,0.0,San Jose,0,Safari_iOS_9608,0,0,0,user_001444
6,1,11.2,0,0.231,0.73,Houston,0,Chrome_macOS_9854,0,0,0,user_006654
9,1,15.2,0,0.459,0.627,Fort Worth,0,Chrome_macOS_9338,1,0,0,user_007397
9,2,14.3,0,0.37,0.745,Chicago,0,Edge_Windows_1911,0,1,0,user_008164
8,1,17.8,0,0.149,0.402,Philadelphia,0,Edge_iOS_4285,0,1,0,user_002902
7,0,12.6,0,0.313,0.0,Chicago,0,Chrome_Android_9398,0,0,0,user_003235
8,1,19.9,0,0.013,0.699,Houston,0,Safari_macOS_1815,0,0,0,user_001879
5,0,1.0,0,0.052,0.0,Phoenix,0,Chrome_Android_5799,1,0,0,user_001256
33,14,3.3,4,0.103,0.55,Charlotte,1,Firefox_Android_7113,1,1,0,edge_000222
13,3,18.4,0,0.368,0.707,San Jose,0,Safari_Android_4110,0,1,0,user_006029
12,3,12.3,0,0.039,0.821,San Antonio,0,Safari_iOS_4805,1,0,0,user_008100
9,2,6.2,0,0.093,0.59,Columbus,0,Firefox_Windows_1129,1,0,0,user_005417
13,2,11.8,0,0.083,0.807,New York,0,Chrome_iOS_1466,1,1,0,user_003424
12,2,14.7,0,0.135,0.292,Fort Worth,0,Chrome_iOS_4077,0,1,0,user_002199
10,1,5.8,0,0.234,0.427,Phoenix,0,Chrome_Android_8418,0,0,0,user_001265
9,1,9.7,0,0.284,0.442,Columbus,0,Firefox_Windows_8001,0,0,0,user_007048
7,1,10.7,0,0.641,0.643,Fort Worth,0,Safari_Windows_1641,0,1,0,user_002401
12,1,12.3,0,0.62,0.435,Chicago,0,Firefox_macOS_9209,1,0,0,user_008114
5,0,6.8,0,0.14,0.0,Columbus,0,Edge_Android_5885,1,1,0,user_006420
5,1,12.0,0,0.173,0.828,Houston,0,Safari_macOS_3011,0,0,0,user_002931
10,3,11.0,0,0.281,0.695,Columbus,0,Safari_iOS_6467,0,1,0,user_002802
9,2,14.5,0,0.268,0.124,Houston,0,Chrome_macOS_8658,0,0,0,user_007193
3,1,9.6,0,0.085,0.873,Columbus,0,Safari_Windows_4048,0,1,0,user_006776
12,0,5.7,0,0.29,0.0,Phoenix,0,Firefox_iOS_1684,0,0,0,user_008322
9,0,15.5,0,0.2,0.0,San Diego,0,Firefox_Windows_9970,1,0,0,user_004995
7,0,10.8,0,0.117,0.0,Columbus,0,Firefox_iOS_6480,0,0,0,user_003790
7,1,18.2,0,0.208,0.549,Dallas,0,Safari_Windows_2163,0,0,0,user_006217
6,0,14.9,0,0.314,0.0,Los Angeles,0,Firefox_iOS_1110,0,1,0,user_000654
9,0,10.2,0,0.385,0.0,Philadelphia,0,Edge_Windows_4860,0,1,0,user_001627
10,1,10.7,0,0.22,0.698,San Jose,0,Edge_macOS_9954,0,0,0,user_000795
9,2,10.4,0,0.536,0.247,Fort Worth,0,Edge_Windows_7790,0,1,0,user_000902
28,9,17.5,5,0.426,0.885,Houston,0,Safari_macOS_2346,1,1,0,edge_000302
6,0,12.1,0,0.331,0.0,Philadelphia,0,Firefox_iOS_9529,1,0,0,user_006346
47,21,8.3,7,0.407,0.443,San Jose,0,Edge_Windows_9931,1,1,0,edge_000448
5,0,17.1,0,0.159,0.0,Fort Worth,0,Safari_macOS_1718,0,1,0,user_006201
4,0,15.5,0,0.448,0.0,New York,0,Safari_Android_7850,1,1,0,user_000478
12,1,8.4,0,0.126,0.728,Jacksonville,0,Firefox_iOS_3947,0,0,0,user_001567
9,1,10.4,0,0.23,0.613,Los Angeles,0,Chrome_Windows_2953,0,0,0,user_005267
6,0,7.6,0,0.432,0.0,Los Angeles,0,Edge_Windows_6843,1,1,0,user_008078
3,1,22.8,0,0.276,0.56,San Jose,0,Firefox_Android_2698,0,1,0,user_008255
10,3,13.4,0,0.11,0.967,San Antonio,0,Firefox_Android_7342,1,0,0,user_003522
12,0,7.7,0,0.324,0.0,Austin,0,Chrome_Android_9653,0,0,0,user_000551
26,13,27.2,7,0.627,0.378,San Antonio,7,Chrome_macOS_2894,0,1,1,fraud_000291
5,2,7.3,0,0.417,0.517,Dallas,0,Edge_Android_6581,0,0,0,user_002198
7,1,11.1,0,0.25,0.559,Columbus,0,Firefox_macOS_1840,1,1,0,user_001423
12,2,16.6,0,0.261,0.688,Houston,0,Chrome_macOS_1080,0,1,0,user_004579
8,0,16.1,0,0.285,0.0,Fort Worth,0,Safari_Windows_4493,1,1,0,user_004903
16,9,3.2,6,0.779,0.06,San Antonio,5,Firefox_macOS_2884,1,1,1,fraud_000191
33,10,12.4,2,0.081,0.722,Jacksonville,1,Safari_macOS_9331,1,1,0,edge_000181
10,1,4.5,0,0.146,0.418,Jacksonville,0,Edge_Android_2871,0,0,0,user_002933
8,1,9.5,0,0.047,0.946,Fort Worth,0,Safari_iOS_2125,0,1,0,user_005523
4,0,10.1,0,0.059,0.0,San Jose,0,Safari_Android_5707,0,1,0,user_004485
10,1,14.2,0,0.253,0.405,Fort Worth,0,Firefox_iOS_2480,0,0,0,user_007649
8,1,12.8,0,0.123,0.355,San Jose,0,Edge_Android_2267,0,1,0,user_007795
6,0,8.8,0,0.064,0.0,San Jose,0,Chrome_iOS_8888,1,1,0,user_002843
11,3,11.2,0,0.048,0.399,San Diego,0,Safari_macOS_1045,0,0,0,user_006112
20,11,27.9,10,0.549,0.433,Philadelphia,3,Edge_Windows_4090,0,1,1,fraud_000731
9,1,9.9,0,0.275,0.362,Philadelphia,0,Firefox_iOS_1005,1,1,0,user_003465
26,7,1.0,2,0.309,0.739,San Diego,0,Chrome_macOS_6376,0,1,0,edge_000346
10,3,10.5,0,0.032,0.527,Chicago,0,Edge_Android_1401,0,1,0,user_003719
19,6,26.7,3,0.646,0.142,San Antonio,2,Safari_iOS_6815,1,1,1,fraud_000649
10,1,9.4,0,0.28,0.384,San Diego,0,Edge_iOS_1950,1,1,0,user_008409
35,15,6.9,6,0.376,0.723,Phoenix,1,Safari_macOS_6002,1,1,0,edge_000574
10,1,5.6,0,0.139,0.85,Charlotte,0,Edge_iOS_5674,1,1,0,user_008429
11,0,12.1,0,0.512,0.0,Fort Worth,0,Edge_macOS_9875,0,1,0,user_003945
9,3,10.1,0,0.174,0.599,Phoenix,0,Chrome_Windows_2823,1,0,0,user_007554
10,3,8.9,0,0.299,0.655,Los Angeles,0,Edge_macOS_8268,1,0,0,user_007706
29,10,8.1,3,0.194,0.977,New York,0,Firefox_macOS_3188,1,0,0,edge_000151
8,1,9.3,0,0.302,0.562,San Diego,0,Safari_iOS_2674,1,0,0,user_000642
11,0,7.0,0,0.41,0.0,San Jose,0,Chrome_Android_8954,0,1,0,user_004744
8,1,14.7,0,0.066,0.54,Fort Worth,0,Edge_macOS_1999,0,1,0,user_000891
11,1,11.6,0,0.288,0.154,Charlotte,0,Safari_Windows_9281,0,1,0,user_007327
5,0,19.0,0,0.119,0.0,San Diego,0,Firefox_iOS_9032,0,0,0,user_005475
7,2,12.5,0,0.17,0.859,New York,0,Firefox_macOS_5781,1,0,0,user_000882
20,13,30.0,9,0.921,0.633,Fort Worth,2,Chrome_Windows_1510,0,0,1,fraud_000160
12,1,9.4,0,0.488,0.913,Phoenix,0,Chrome_Android_6219,0,1,0,user_003673
17,11,2.4,7,0.865,0.043,Chicago,3,Safari_Android_1554,1,0,1,fraud_000231
9,0,9.3,0,0.315,0.0,Jacksonville,0,Edge_macOS_7499,0,1,0,user_002238
12,2,17.1,0,0.156,0.821,Columbus,0,Safari_Android_2959,0,1,0,user_001733
9,1,16.9,0,0.126,0.463,Columbus,0,Chrome_Windows_7756,0,0,0,user_000609
10,2,9.1,0,0.126,0.94,Los Angeles,0,Safari_Android_8083,0,0,0,user_001930
11,2,16.8,0,0.431,0.373,Los Angeles,0,Edge_Windows_5933,0,1,0,user_005096
9,2,17.8,0,0.311,0.287,Charlotte,0,Firefox_Windows_3689,1,1,0,user_004082
5,0,7.8,0,0.162,0.0,Austin,0,Firefox_macOS_2033,1,1,0,user_000419
9,2,15.7,0,0.499,0.9,Phoenix,0,Chrome_iOS_3068,0,1,0,user_006657
9,0,14.6,0,0.211,0.0,Los Angeles,0,Chrome_iOS_6405,1,0,0,user_005143
7,0,17.6,0,0.091,0.0,Jacksonville,0,Safari_Android_9379,1,1,0,user_000107
10,1,15.9,0,0.311,0.708,New York,0,Edge_macOS_4196,0,1,0,user_000703
5,0,11.1,0,0.1,0.0,Austin,0,Chrome_macOS_2077,0,1,0,user_004940
6,2,13.9,0,0.144,0.342,San Jose,0,Safari_Android_9977,0,1,0,user_000115
3,0,7.9,0,0.416,0.0,Austin,0,Edge_iOS_5875,0,1,0,user_007067
6,1,12.6,0,0.405,0.763,Austin,0,Chrome_Android_9331,0,1,0,user_000377
15,4,14.2,0,0.452,0.733,Phoenix,0,Edge_Windows_3723,0,1,0,user_005286
10,1,14.7,0,0.363,0.787,New York,0,Safari_iOS_9095,1,0,0,user_001726
9,0,11.5,0,0.141,0.0,Charlotte,0,Safari_macOS_7965,0,1,0,user_000203
13,6,24.4,1,0.74,0.026,Fort Worth,4,Firefox_Windows_4482,1,1,1,fraud_000307
9,0,12.0,0,0.245,0.0,Columbus,0,Firefox_macOS_5090,0,1,0,user_000722
8,0,16.0,0,0.335,0.0,Dallas,0,Safari_Windows_4848,0,1,0,user_000120
8,1,11.4,0,0.433,0.765,San Jose,0,Firefox_iOS_2412,0,1,0,user_001980
9,0,13.1,0,0.358,0.0,Austin,0,Firefox_macOS_1536,0,0,0,user_008214
7,1,7.1,0,0.368,0.562,New York,0,Firefox_iOS_9759,0,1,0,user_005390
5,0,11.7,0,0.251,0.0,Fort Worth,0,Edge_Windows_5999,1,1,0,user_002042
14,2,10.0,0,0.343,0.479,Columbus,0,Firefox_macOS_2973,1,0,0,user_002481
6,2,12.9,0,0.087,0.488,Houston,0,Firefox_Android_3978,0,1,0,user_005277
7,3,14.4,0,0.371,0.878,Charlotte,0,Safari_Windows_3325,0,1,0,user_005599
42,12,10.9,1,0.218,0.75,Houston,2,Edge_Android_4054,1,1,0,edge_000292
12,1,13.6,0,0.15,0.388,Phoenix,0,Safari_Android_7412,0,1,0,user_003047
10,1,15.2,0,0.068,0.769,Charlotte,0,Edge_macOS_9243,1,0,0,user_003995
9,1,16.3,0,0.218,0.331,New York,0,Safari_iOS_6094,0,1,0,user_000911
10,2,11.7,0,0.092,0.242,New York,0,Safari_iOS_9314,1,1,0,user_003045
23,9,26.3,4,0.581,0.343,Phoenix,2,Safari_Windows_7858,1,1,1,fraud_000616
19,13,3.9,10,0.869,0.14,San Diego,2,Edge_iOS_6962,0,1,1,fraud_000416
39,9,22.0,3,0.249,0.616,Houston,1,Firefox_iOS_5119,1,1,0,edge_000473
11,1,10.3,0,0.305,0.673,Houston,0,Edge_iOS_2445,0,1,0,user_004492
18,7,1.2,5,0.788,0.176,New York,3,Firefox_iOS_2356,1,0,1,fraud_000570
8,0,3.9,0,0.401,0.0,San Jose,0,Edge_iOS_3285,1,0,0,user_006917
8,1,13.0,0,0.266,0.494,San Antonio,0,Edge_Windows_3571,0,1,0,user_003062
9,2,14.4,0,0.44,0.379,Columbus,0,Chrome_Windows_3224,0,1,0,user_004133
7,1,18.9,0,0.238,0.582,Dallas,0,Chrome_macOS_1654,0,0,0,user_003910
14,1,16.9,0,0.195,0.745,San Jose,0,Firefox_Windows_2952,0,1,0,user_007699
10,1,7.1,0,0.144,0.338,San Diego,0,Safari_macOS_4430,1,0,0,user_003500
9,1,18.6,0,0.101,0.944,Charlotte,0,Edge_macOS_6425,0,0,0,user_000860
8,0,6.8,0,0.395,0.0,Columbus,0,Firefox_Android_6991,0,1,0,user_003721
13,3,9.8,0,0.107,0.372,Philadelphia,0,Edge_Android_4419,1,0,0,user_006750
7,2,12.3,0,0.235,0.713,Fort Worth,0,Safari_macOS_6555,1,1,0,user_007468
9,0,9.0,0,0.341,0.0,Charlotte,0,Chrome_Windows_2825,0,1,0,user_003940
4,0,12.9,0,0.032,0.0,San Jose,0,Firefox_Windows_8423,0,1,0,user_004357
5,0,26.8,0,0.403,0.0,Los Angeles,0,Chrome_Windows_8441,0,1,0,user_005251
10,2,6.0,0,0.576,0.528,Philadelphia,0,Safari_iOS_2899,1,0,0,user_000219
9,2,11.6,0,0.313,0.773,New York,0,Safari_macOS_1896,0,0,0,user_007793
9,2,8.7,0,0.146,0.83,Dallas,0,Chrome_Android_1868,0,1,0,user_004275
9,1,7.1,0,0.212,0.767,Fort Worth,0,Chrome_Windows_8132,1,0,0,user_003823
11,1,10.3,0,0.138,0.711,Charlotte,0,Firefox_macOS_3103,0,1,0,user_001038
36,13,10.1,4,0.356,0.495,Jacksonville,0,Firefox_iOS_6004,1,1,0,edge_000058
7,0,10.8,0,0.188,0.0,Phoenix,0,Edge_Windows_8977,1,1,0,user_004083
8,0,10.6,0,0.437,0.0,Chicago,0,Edge_Windows_4783,0,1,0,user_004978
2,0,11.4,0,0.051,0.0,Dallas,0,Chrome_macOS_1385,0,0,0,user_003848
6,0,5.3,0,0.206,0.0,New York,0,Chrome_Android_1209,0,0,0,user_008496
9,0,9.6,0,0.3,0.0,Charlotte,0,Firefox_macOS_2371,0,0,0,user_007366
13,8,13.1,1,0.348,0.632,Jacksonville,0,Safari_iOS_5172,0,1,0,user_005818
8,1,11.5,0,0.473,0.559,Los Angeles,0,Chrome_Android_5315,1,1,0,user_003512
39,9,4.3,2,0.179,0.771,Phoenix,1,Chrome_Windows_1894,1,1,0,edge_000255
12,1,14.5,0,0.262,0.815,Phoenix,0,Chrome_Windows_1786,0,1,0,user_002751
11,0,15.3,0,0.162,0.0,Austin,0,Chrome_iOS_1706,0,0,0,user_004692
8,1,10.9,0,0.393,0.828,Philadelphia,0,Chrome_iOS_7513,0,0,0,user_001714
13,4,8.6,1,0.253,0.474,San Jose,0,Firefox_Android_6345,0,0,0,user_005422
5,0,7.8,0,0.078,0.0,Fort Worth,0,Firefox_iOS_1854,0,1,0,user_000391
17,9,21.2,7,0.82,0.528,Charlotte,2,Safari_Windows_4992,1,1,1,fraud_000467
10,0,5.1,0,0.273,0.0,Chicago,0,Safari_macOS_3653,0,1,0,user_000461
19,10,13.1,6,0.824,0.495,San Diego,2,Edge_Windows_6547,0,1,1,fraud_000470
31,6,16.4,1,0.238,0.632,Phoenix,0,Firefox_macOS_3722,1,0,0,edge_000452
27,17,30.0,9,0.813,0.204,Charlotte,1,Safari_iOS_3909,0,1,1,fraud_000566
6,0,13.6,0,0.163,0.0,San Jose,0,Chrome_Windows_5050,0,1,0,user_002850
8,2,17.1,0,0.305,0.776,New York,0,Edge_iOS_5134,0,0,0,user_008276
8,0,13.4,0,0.119,0.0,Houston,0,Firefox_macOS_1149,0,0,0,user_002382
4,0,14.1,0,0.243,0.0,Philadelphia,0,Edge_Android_1937,1,1,0,user_002335
16,1,11.2,0,0.294,0.683,San Diego,0,Firefox_Android_7259,1,0,0,user_003758
14,1,11.0,0,0.244,0.589,San Jose,0,Chrome_Windows_3797,0,1,0,user_002427
36,8,12.7,3,0.207,0.63,Phoenix,0,Firefox_Windows_8064,1,1,0,edge_000261
7,0,13.4,0,0.403,0.0,Austin,0,Safari_macOS_3472,1,1,0,user_005298
10,0,8.1,0,0.14,0.0,San Jose,0,Firefox_macOS_9313,0,0,0,user_002285
8,0,19.3,0,0.658,0.0,San Antonio,0,Safari_Windows_4199,0,1,0,user_004404
37,14,11.4,3,0.451,0.595,Dallas,0,Edge_macOS_2467,0,0,0,edge_000561
34,10,10.5,3,0.324,0.667,New York,2,Firefox_Android_1023,0,1,0,edge_000209
7,1,14.4,0,0.35,0.859,Columbus,0,Edge_iOS_9356,1,1,0,user_006072
5,1,16.2,0,0.256,0.773,Philadelphia,0,Safari_Android_6417,0,1,0,user_003298
19,14,4.0,6,0.677,0.002,Jacksonville,9,Firefox_Android_1405,0,1,1,fraud_000058
6,0,13.1,0,0.266,0.0,Austin,0,Edge_Android_5302,0,1,0,user_001560
8,0,14.5,0,0.17,0.0,Houston,0,Chrome_macOS_7297,0,0,0,user_006182
12,2,20.1,0,0.074,0.243,San Antonio,0,Safari_macOS_8277,0,1,0,user_000385
25,9,29.3,7,0.875,0.01,Fort Worth,2,Firefox_macOS_1599,0,1,1,fraud_000034
14,6,24.6,3,0.856,0.003,San Antonio,3,Safari_Android_9677,1,1,1,fraud_000029
5,0,9.4,0,0.282,0.0,Philadelphia,0,Safari_macOS_2273,0,1,0,user_004981
6,1,15.5,0,0.508,0.447,Phoenix,0,Firefox_Windows_9883,0,1,0,user_000066
12,5,6.5,1,0.647,0.283,Fort Worth,0,Edge_iOS_2600,0,1,0,user_001156
9,1,10.8,0,0.253,0.412,Austin,0,Chrome_Windows_1414,0,0,0,user_005092
9,2,5.2,0,0.026,0.538,Philadelphia,0,Chrome_Windows_8508,1,1,0,user_000075
9,2,7.9,0,0.327,0.911,Houston,0,Chrome_iOS_2302,0,1,0,user_001395
10,3,11.1,0,0.507,0.528,Austin,0,Edge_Android_8843,0,0,0,user_003896
7,0,10.7,0,0.293,0.0,Philadelphia,0,Safari_Android_3180,0,0,0,user_003637
9,0,12.2,0,0.13,0.0,Charlotte,0,Safari_iOS_9629,0,1,0,user_004033
6,0,17.2,0,0.17,0.0,Jacksonville,0,Firefox_Windows_7548,0,0,0,user_004284
7,1,1.2,0,0.136,0.571,San Jose,0,Chrome_Android_5689,1,1,0,user_000265
3,1,14.6,0,0.058,0.212,Jacksonville,0,Firefox_macOS_4070,0,1,0,user_008333
12,3,8.1,0,0.304,0.581,Austin,0,Safari_Android_4985,0,1,0,user_007138
7,1,17.3,0,0.452,0.613,Fort Worth,0,Chrome_Android_3143,0,1,0,user_004756
10,2,15.6,0,0.204,0.886,Columbus,0,Chrome_macOS_8317,0,0,0,user_001168
11,0,12.8,0,0.335,0.0,San Diego,0,Edge_macOS_5889,1,1,0,user_007479
18,11,28.6,7,0.824,0.021,Chicago,5,Chrome_macOS_7917,0,1,1,fraud_000197
12,2,20.8,0,0.436,0.535,Los Angeles,0,Edge_macOS_2636,0,1,0,user_003330
10,0,11.4,0,0.209,0.0,San Jose,0,Chrome_iOS_5662,0,1,0,user_000532
8,1,10.3,0,0.147,0.609,Austin,0,Chrome_iOS_2168,0,1,0,user_006318
12,0,17.1,0,0.106,0.0,Charlotte,0,Edge_Windows_3549,1,1,0,user_002459
9,1,14.6,0,0.238,0.908,New York,0,Firefox_macOS_1894,0,1,0,user_001908
9,2,8.5,0,0.228,0.826,San Jose,0,Firefox_Windows_7223,0,1,0,user_004411
13,1,12.8,0,0.306,0.619,San Diego,0,Chrome_iOS_7396,0,1,0,user_006176
23,11,27.6,5,0.702,0.044,San Jose,8,Chrome_macOS_1565,1,1,1,fraud_000623
16,10,22.7,2,0.558,0.241,Los Angeles,3,Chrome_Android_5842,1,1,1,fraud_000274
22,10,29.3,4,0.859,0.507,Phoenix,4,Safari_macOS_7061,1,1,1,fraud_000482
8,0,20.9,0,0.155,0.0,Houston,0,Firefox_macOS_8372,0,0,0,user_007701
14,0,10.7,0,0.2,0.0,Chicago,0,Firefox_Windows_7182,0,1,0,user_008412
11,0,14.7,0,0.067,0.0,San Diego,0,Chrome_macOS_4271,0,1,0,user_001358
10,1,10.8,0,0.208,0.368,Los Angeles,0,Firefox_Windows_4784,0,0,0,user_007960
7,0,16.6,0,0.423,0.0,Phoenix,0,Chrome_macOS_5330,0,1,0,user_007244
22,7,15.3,5,0.6,0.009,Dallas,1,Safari_iOS_1271,1,1,1,fraud_000720
11,1,13.4,0,0.576,0.374,Houston,0,Safari_macOS_1525,1,1,0,user_001647
12,2,17.6,0,0.254,0.666,San Antonio,0,Firefox_Android_3391,0,0,0,user_001887
10,2,20.7,0,0.161,0.363,Fort Worth,0,Firefox_iOS_4669,0,0,0,user_003528
13,0,11.0,0,0.285,0.0,San Jose,0,Firefox_Windows_8890,1,0,0,user_007939
11,2,9.7,0,0.253,0.449,Charlotte,0,Edge_Android_2279,0,0,0,user_004009
17,13,2.8,10,0.565,0.172,San Antonio,3,Chrome_Windows_7393,1,0,1,fraud_000220
11,1,7.1,0,0.164,0.768,Chicago,0,Chrome_Windows_7183,1,1,0,user_003990
9,1,14.1,0,0.166,0.333,Fort Worth,0,Edge_iOS_3608,0,1,0,user_003508
19,2,13.9,0,0.128,0.276,San Diego,0,Safari_iOS_2425,0,0,0,user_000714
14,2,14.4,0,0.173,0.413,Dallas,0,Chrome_macOS_4668,0,1,0,user_002515
8,0,14.2,0,0.162,0.0,Houston,0,Firefox_Android_6196,1,1,0,user_001862
11,4,18.7,0,0.255,0.39,Los Angeles,0,Safari_Android_6759,1,0,0,user_007192
10,0,15.7,0,0.172,0.0,Columbus,0,Safari_macOS_4925,0,1,0,user_005066
4,1,11.6,0,0.182,0.917,San Jose,0,Edge_macOS_9735,1,0,0,user_005197
10,0,13.1,0,0.148,0.0,Houston,0,Chrome_macOS_3722,0,1,0,user_007744
11,0,18.5,0,0.542,0.0,Houston,0,Chrome_iOS_5889,0,1,0,user_003997
8,2,16.4,0,0.2,0.695,San Diego,0,Firefox_Windows_7318,0,1,0,user_003165
12,1,14.8,0,0.522,0.514,Jacksonville,0,Safari_Android_1175,1,1,0,user_002439
12,1,4.6,0,0.402,0.773,Austin,0,Chrome_Android_9487,0,1,0,user_003619
11,0,5.9,0,0.447,0.0,Austin,0,Safari_iOS_5959,0,0,0,user_002191
10,0,7.3,0,0.273,0.0,San Jose,0,Edge_Android_8885,0,1,0,user_007742
9,4,19.8,1,0.177,0.684,Columbus,0,Safari_iOS_3657,0,1,0,user_007617
3,0,17.4,0,0.263,0.0,Fort Worth,0,Firefox_iOS_3100,0,1,0,user_004602
27,10,10.2,0,0.061,0.328,Los Angeles,0,Edge_macOS_6357,1,1,0,edge_000350
9,1,8.2,0,0.249,0.649,San Antonio,0,Edge_macOS_1475,0,0,0,user_003273
13,3,16.3,0,0.273,0.261,San Diego,0,Chrome_Windows_3077,1,1,0,user_004240
12,0,9.6,0,0.118,0.0,San Jose,0,Safari_macOS_4055,1,1,0,user_007983
14,3,10.5,0,0.058,0.601,New York,0,Chrome_Windows_4096,0,1,0,user_008478
8,2,12.4,0,0.091,0.474,San Jose,0,Firefox_iOS_3562,0,1,0,user_003347
9,1,17.2,0,0.068,0.665,Philadelphia,0,Firefox_Windows_2532,1,1,0,user_004214
12,2,6.2,0,0.359,0.683,Dallas,0,Edge_macOS_1774,0,0,0,user_003824
5,0,15.5,0,0.61,0.0,Chicago,0,Safari_macOS_7401,1,1,0,user_003890
19,9,21.2,4,0.7,0.104,Chicago,5,Safari_macOS_3788,0,0,1,fraud_000760
13,3,8.9,0,0.256,0.41,San Antonio,0,Chrome_macOS_9420,0,1,0,user_008184
4,0,13.5,0,0.335,0.0,Charlotte,0,Edge_Windows_1114,0,0,0,user_005745
12,1,14.3,0,0.425,0.358,Chicago,0,Edge_Windows_7921,0,1,0,user_004609
7,0,15.3,0,0.11,0.0,Philadelphia,0,Safari_iOS_1547,1,1,0,user_005871
10,4,10.9,0,0.261,0.276,Chicago,0,Chrome_iOS_1880,0,0,0,user_007478
14,1,15.7,0,0.536,0.283,Philadelphia,0,Firefox_Windows_7493,1,0,0,user_000739
5,1,11.7,0,0.042,0.906,Jacksonville,0,Safari_Android_6867,0,0,0,user_003712
12,3,14.8,0,0.38,0.264,Columbus,0,Edge_Windows_6690,1,0,0,user_003492
13,3,8.3,0,0.076,0.775,Los Angeles,0,Safari_macOS_5189,0,0,0,user_005038
11,1,12.5,0,0.146,0.887,Fort Worth,0,Firefox_Windows_7877,0,0,0,user_005025
26,8,17.3,0,0.379,0.51,New York,0,Edge_iOS_9859,0,1,0,edge_000559
8,2,11.7,0,0.11,0.488,Charlotte,0,Edge_iOS_8165,1,1,0,user_006156
9,1,15.6,0,0.301,0.495,San Diego,0,Chrome_Android_3316,0,1,0,user_007097
9,2,7.2,0,0.157,0.827,San Diego,0,Chrome_Android_7146,0,0,0,user_005986
38,9,10.7,3,0.342,0.581,San Antonio,0,Safari_iOS_8211,0,1,0,edge_000314
20,10,1.0,3,0.71,0.037,Columbus,4,Safari_iOS_5377,1,1,1,fraud_000434
19,12,12.3,8,0.621,0.314,Austin,5,Chrome_Android_6537,1,1,1,fraud_000750
7,0,14.7,0,0.16,0.0,San Diego,0,Edge_macOS_1093,0,1,0,user_003873
9,4,13.4,0,0.13,0.466,Austin,0,Edge_Windows_3160,0,1,0,user_006066
14,4,3.5,0,0.052,0.228,New York,0,Chrome_macOS_4165,0,1,0,user_007961
11,1,13.7,0,0.043,0.702,New York,0,Safari_macOS_1984,0,0,0,user_001367
8,0,7.5,0,0.116,0.0,Phoenix,0,Safari_iOS_4497,1,0,0,user_005071
6,0,11.0,0,0.387,0.0,Fort Worth,0,Edge_Windows_4330,1,1,0,user_006598
7,0,14.0,0,0.033,0.0,New York,0,Edge_Android_4322,1,1,0,user_006916
35,8,7.8,1,0.287,0.406,San Diego,0,Safari_macOS_3987,0,0,0,edge_000438
35,13,24.3,3,0.181,0.443,San Antonio,0,Edge_Windows_5473,0,1,0,edge_000445
8,2,11.3,0,0.226,0.706,San Diego,0,Firefox_macOS_7732,1,0,0,user_001139
10,3,16.5,0,0.182,0.561,New York,0,Firefox_Windows_2448,0,1,0,user_004972
12,0,6.5,0,0.129,0.0,Austin,0,Safari_iOS_8869,0,0,0,user_008314
7,1,14.0,0,0.431,0.675,New York,0,Firefox_macOS_9782,1,0,0,user_006445
9,0,11.8,0,0.344,0.0,Fort Worth,0,Safari_Windows_1837,0,1,0,user_007004
11,0,17.3,0,0.069,0.0,San Antonio,0,Edge_Android_9826,0,1,0,user_002568
8,0,5.1,0,0.166,0.0,Phoenix,0,Chrome_Android_9020,1,0,0,user_003933
10,1,11.3,0,0.21,0.384,Philadelphia,0,Edge_Android_1753,0,1,0,user_003362
